"member_state","url","search","hits"
"Malaysia","http://www.un.org/depts/dhl/unms/malaysia.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.AW&term=Malaysia+OR+Malaya&index=.TW&term=%22draft+resolution%22",2551
"Maldives","http://www.un.org/depts/dhl/unms/maldives.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.AW&term=Maldives+OR+%22Maldive+Islands%22&index=.TW&term=%22draft+resolution%22",474
"Mali","http://www.un.org/depts/dhl/unms/mali.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Mali",1865
"Malta","http://www.un.org/depts/dhl/unms/malta.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Malta",1885
"Marshall Islands","http://www.un.org/depts/dhl/unms/marshallislands.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Marshall+Islands",363
"Mauritania","http://www.un.org/depts/dhl/unms/mauritania.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Mauritania",1712
"Mauritius","http://www.un.org/depts/dhl/unms/mauritius.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Mauritius",781
"Mexico","http://www.un.org/depts/dhl/unms/mexico.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Mexico",3331
"Micronesia, Federated States of...","http://www.un.org/depts/dhl/unms/federatedstatesofmicronesia.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Micronesia",392
"Monaco","http://www.un.org/depts/dhl/unms/monaco.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Monaco",1279
"Mongolia","http://www.un.org/depts/dhl/unms/mongolia.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Mongolia",1595
"Montenegro","http://www.un.org/depts/dhl/unms/montenegro.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.AW&term=Montenegro+OR+Yugoslavia&index=.TW&term=%22draft+resolution%22",2930
"Morocco","http://www.un.org/depts/dhl/unms/morocco.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Morocco",3199
"Mozambique","http://www.un.org/depts/dhl/unms/mozambique.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Mozambique",1222
"Myanmar","http://www.un.org/depts/dhl/unms/myanmar.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.AW&term=Myanmar+OR+Burma&index=.TW&term=%22draft+resolution%22",675
"Namibia","http://www.un.org/depts/dhl/unms/namibia.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Namibia",928
"Nauru","http://www.un.org/depts/dhl/unms/nauru.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Nauru",164
"Nepal","http://www.un.org/depts/dhl/unms/nepal.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Nepal",1222
"Netherlands","http://www.un.org/depts/dhl/unms/netherlands.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Netherlands",4029
"New Zealand","http://www.un.org/depts/dhl/unms/newzealand.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=New+Zealand",2517
"Nicaragua","http://www.un.org/depts/dhl/unms/nicaragua.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Nicaragua",2520
"Niger","http://www.un.org/depts/dhl/unms/niger.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Niger",975
"Nigeria","http://www.un.org/depts/dhl/unms/nigeria.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Nigeria",3158
"Norway","http://www.un.org/depts/dhl/unms/norway.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Norway",4012
"Oman","http://www.un.org/depts/dhl/unms/oman.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Oman",1177
"Pakistan","http://www.un.org/depts/dhl/unms/pakistan.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Pakistan",3297
"Palau","http://www.un.org/depts/dhl/unms/palau.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Palau",171
"Panama","http://www.un.org/depts/dhl/unms/panama.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Panama",2129
"Papua New Guinea","http://www.un.org/depts/dhl/unms/papuanewguinea.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=%22Papua+New+Guinea%22",770
"Paraguay","http://www.un.org/depts/dhl/unms/paraguay.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Paraguay",1316
"Peru","http://www.un.org/depts/dhl/unms/peru.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Peru",3113
"Philippines","http://www.un.org/depts/dhl/unms/philippines.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Philippines",2836
"Poland","http://www.un.org/depts/dhl/unms/poland.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Poland",3248
"Portugal","http://www.un.org/depts/dhl/unms/portugal.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Portugal",3653
"Qatar","http://www.un.org/depts/dhl/unms/qatar.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Qatar",1609
"Republic of Korea","http://www.un.org/depts/dhl/unms/republicofkorea.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=%22Republic+of+Korea%22",1838
"Republic of Moldova","http://www.un.org/depts/dhl/unms/republicofmoldova.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Moldova",1094
"Romania","http://www.un.org/depts/dhl/unms/romania.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Romania",3306
"Russian Federation","http://www.un.org/depts/dhl/unms/russianfederation.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.AW&term=USSR+OR+%22Russian+Federation%22&index=.TW&term=%22draft+resolution%22",2734
"Rwanda","http://www.un.org/depts/dhl/unms/rwanda.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Rwanda",1218
"Saint Kitts and Nevis","http://www.un.org/depts/dhl/unms/saintkittsandnevis.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.AW&term=%28Kitts+OR+Christopher%29+Saint+and+Nevis&index=.TW&term=%22draft+resolution%22",312
"Saint Lucia","http://www.un.org/depts/dhl/unms/saintlucia.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Saint+Lucia",621
"Saint Vincent and the Grenadines","http://www.un.org/depts/dhl/unms/saintvincentandthegrenadinesa.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Saint+Vincent+and+the+Grenadines",451
"Samoa","http://www.un.org/depts/dhl/unms/samoa.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Samoa",668
"San Marino","http://www.un.org/depts/dhl/unms/sanmarino.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=San+Marino",858
"Sao Tome and Principe","http://www.un.org/depts/dhl/unms/saotomeandprincipe.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Sao+Tome+and+Principe",564
"Saudi Arabia","http://www.un.org/depts/dhl/unms/saudiarabia.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Saudi+Arabia",1404
"Senegal","http://www.un.org/depts/dhl/unms/senegal.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Senegal",3141
"Serbia","http://www.un.org/depts/dhl/unms/serbia.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.AW&term=Serbia+OR+Yugoslavia&index=.TW&term=%22draft+resolution%22",2858
"Seychelles","http://www.un.org/depts/dhl/unms/seychelles.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Seychelles",416
"Sierra Leone","http://www.un.org/depts/dhl/unms/sierraleone.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Sierra+Leone",1497
"Singapore","http://www.un.org/depts/dhl/unms/singapore.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Singapore",1006
"Slovakia","http://www.un.org/depts/dhl/unms/slovakia.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.AW&term=Slovakia+OR+Czechoslovakia&index=.TW&term=%22draft+resolution%22",2924
"Slovenia","http://www.un.org/depts/dhl/unms/slovenia.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.AW&term=Slovenia&index=.TW&term=%22draft+resolution%22",2234
"Solomon Islands","http://www.un.org/depts/dhl/unms/solomonislands.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Solomon+Islands",422
"Somalia","http://www.un.org/depts/dhl/unms/somalia.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Somalia",1316
"South Africa","http://www.un.org/depts/dhl/unms/southafrica.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=South+Africa",1751
"South Sudan","http://www.un.org/depts/dhl/unms/southsudan.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=%22South+Sudan%22",38
"Spain","http://www.un.org/depts/dhl/unms/spain.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Spain",3867
"Sri Lanka","http://www.un.org/depts/dhl/unms/srilanka.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.AW&term=%22Sri+Lanka%22+OR+Ceylon&index=.TW&term=%22draft+resolution%22",1661
"Sudan","http://www.un.org/depts/dhl/unms/sudan.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Sudan",2781
"Suriname","http://www.un.org/depts/dhl/unms/suriname.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Surinam*",845
"Swaziland","http://www.un.org/depts/dhl/unms/swaziland.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Swaziland",817
"Sweden","http://www.un.org/depts/dhl/unms/sweden.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Sweden",4286
"Switzerland","http://www.un.org/depts/dhl/unms/switzerland.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Switzerland",1735
"Syrian Arab Republic","http://www.un.org/depts/dhl/unms/syrianarabrepublic.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=%22Syrian+Arab+Republic%22",1651
"Tajikistan","http://www.un.org/depts/dhl/unms/tajikistan.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Tajikistan",465
"Thailand","http://www.un.org/depts/dhl/unms/thailand.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Thailand",1713
"The former Yugoslav Republic of Macedonia","http://www.un.org/depts/dhl/unms/theformeryugoslavrepublicofmacedonia.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=The+former+Yugoslav+Republic+of+Macedonia",1395
"Timor-Leste","http://www.un.org/depts/dhl/unms/timorleste.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Timor+Leste",472
"Togo","http://www.un.org/depts/dhl/unms/togo.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Togo",1393
"Tonga","http://www.un.org/depts/dhl/unms/tonga.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Tonga",115
"Trinidad and Tobago","http://www.un.org/depts/dhl/unms/trinidadandtobago.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Trinidad+and+Tobago",1153
"Tunisia","http://www.un.org/depts/dhl/unms/tunisia.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Tunisia",2644
"Turkey","http://www.un.org/depts/dhl/unms/turkey.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Turkey",2393
"Turkmenistan","http://www.un.org/depts/dhl/unms/turkmenistan.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Turkmenistan",308
"Tuvalu","http://www.un.org/depts/dhl/unms/tuvalu.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Tuvalu",96
"Uganda","http://www.un.org/depts/dhl/unms/uganda.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Uganda",1497
"Ukraine","http://www.un.org/depts/dhl/unms/ukraine.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Ukrain*",2218
"United Arab Emirates","http://www.un.org/depts/dhl/unms/unitedarabemirates.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=%22United+Arab+Emirates%22",1291
"United Kingdom of Great Britain and Northern Ireland","http://www.un.org/depts/dhl/unms/unitedkingdomofgreatbritainandnorthernireland.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=%22United+Kingdom%22",4067
"United Republic of Tanzania","http://www.un.org/depts/dhl/unms/unitedrepublicoftanzania.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&&index=.AW&term=Tanzania+OR+Tanganyika+OR+Zanzibar&index=.TW&term=%22draft+resolution%22",1848
"United States of America","http://www.un.org/depts/dhl/unms/unitedstatesofamerica.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=%22United+States%22",3374
"Uruguay","http://www.un.org/depts/dhl/unms/uruguay.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Uruguay",2318
"Uzbekistan","http://www.un.org/depts/dhl/unms/uzbekistan.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Uzbekistan",297
"Vanuatu","http://www.un.org/depts/dhl/unms/vanuatu.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Vanuatu",460
"Venezuela, Bolivarian Republic of...","http://www.un.org/depts/dhl/unms/venezuelabolivarianrepublicof.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Venezuela",2797
"Viet Nam","http://www.un.org/depts/dhl/unms/vietnam.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Viet+Nam",1694
"Yemen","http://www.un.org/depts/dhl/unms/yemen.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Yemen",1987
"Zambia","http://www.un.org/depts/dhl/unms/zambia.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Zambia",1909
"Zimbabwe","http://www.un.org/depts/dhl/unms/zimbabwe.shtml","http://unbisnet.un.org:8080/ipac20/ipac.jsp?&menu=search&aspect=power&npp=50&ipp=20&spp=20&profile=bib&index=.TW&term=%22draft+resolution%22&index=.AW&term=Zimbabwe",1394
